8481519,2021,Spencer Knight,FLA,G,other,18,1861.0,7.45,5.0,47.0,1.85,1.0,4.5,4.0,28.14,32.0,0.6,1.0,13.08,15.0,8.23,11.0,6.03,17.0,7.0,12.0,0.73,0.97,5.75,2.0,1.0,2.0,11.0,0.0,0.0
8481519,2021,Spencer Knight,FLA,G,all,18,59171.0,49.33,53.0,868.0,33.85,44.0,108.58,102.0,482.75,520.0,17.67,21.0,265.34,200.0,193.3,253.0,46.64,473.0,142.0,52.0,14.19,17.59,17.55,18.0,23.0,12.0,201.0,0.0,0.0
8481519,2021,Spencer Knight,FLA,G,5on5,18,47630.0,32.37,33.0,671.0,24.83,37.0,85.82,83.0,365.39,397.0,14.32,19.0,201.53,150.0,151.05,192.0,31.4,370.0,107.0,31.0,11.32,12.96,8.09,15.0,14.0,4.0,163.0,0.0,0.0
8481519,2021,Spencer Knight,FLA,G,4on5,18,5175.0,8.05,13.0,131.0,6.43,6.0,16.59,13.0,76.64,76.0,0.54,1.0,46.56,32.0,25.37,40.0,7.75,76.0,22.0,8.0,1.81,2.84,3.41,0.0,8.0,5.0,25.0,0.0,0.0
8481519,2021,Spencer Knight,FLA,G,5on4,18,4505.0,1.16,2.0,16.0,0.62,0.0,1.46,2.0,10.98,13.0,2.06,0.0,3.55,3.0,7.92,8.0,1.16,10.0,4.0,1.0,0.33,0.53,0.3,1.0,0.0,1.0,1.0,0.0,0.0
8475683,2021,Sergei Bobrovsky,FLA,G,other,33,3562.0,11.43,7.0,82.0,3.5,10.0,9.24,11.0,49.58,52.0,1.06,1.0,23.14,16.0,15.05,19.0,8.67,31.0,12.0,21.0,1.44,1.5,8.5,1.0,1.0,5.0,18.0,0.0,0.0
8475683,2021,Sergei Bobrovsky,FLA,G,all,33,114774.0,102.97,81.0,1672.0,67.14,102.0,212.62,236.0,943.0,1003.0,36.45,43.0,499.4,386.0,368.9,448.0,94.58,884.0,274.0,125.0,26.97,33.35,42.66,22.0,31.0,28.0,389.0,2.0,1.0
8475683,2021,Sergei Bobrovsky,FLA,G,5on5,33,92901.0,69.29,57.0,1316.0,50.2,74.0,172.15,193.0,726.65,769.0,30.19,35.0,386.26,296.0,290.17,347.0,66.19,699.0,217.0,77.0,21.71,26.14,21.43,17.0,28.0,12.0,323.0,2.0,1.0
8475683,2021,Sergei Bobrovsky,FLA,G,4on5,33,8414.0,18.74,15.0,224.0,11.85,18.0,27.38,31.0,133.67,149.0,0.87,1.0,79.29,67.0,41.24,49.0,16.21,125.0,35.0,23.0,2.93,4.39,11.42,4.0,1.0,10.0,41.0,0.0,0.0
8475683,2021,Sergei Bobrovsky,FLA,G,5on4,33,9897.0,2.91,2.0,41.0,1.26,0.0,2.88,0.0,27.74,27.0,4.21,6.0,8.2,5.0,20.01,29.0,2.91,24.0,9.0,3.0,0.69,1.15,1.07,0.0,1.0,1.0,5.0,0.0,0.0
8475311,2021,Darcy Kuemper,COL,G,other,34,5506.0,13.72,7.0,131.0,5.98,13.0,14.03,12.0,71.54,71.0,1.94,5.0,41.74,39.0,18.88,23.0,9.49,52.0,23.0,22.0,1.8,2.84,9.09,1.0,3.0,3.0,34.0,0.0,0.0
8475311,2021,Darcy Kuemper,COL,G,all,34,115105.0,91.76,76.0,1718.0,67.73,94.0,215.07,230.0,936.63,957.0,33.4,41.0,522.82,387.0,366.34,475.0,83.34,962.0,231.0,102.0,26.52,28.81,36.44,26.0,20.0,30.0,423.0,0.0,0.0
8475311,2021,Darcy Kuemper,COL,G,5on5,34,89788.0,56.29,49.0,1286.0,45.56,56.0,165.35,176.0,691.29,707.0,24.99,28.0,381.88,275.0,285.5,378.0,53.78,734.0,173.0,50.0,20.56,21.63,14.1,23.0,17.0,9.0,329.0,0.0,0.0
8475311,2021,Darcy Kuemper,COL,G,4on5,34,9476.0,19.47,19.0,265.0,14.98,23.0,32.58,37.0,152.89,154.0,0.71,1.0,92.21,68.0,47.25,58.0,17.86,158.0,27.0,27.0,3.62,3.31,12.54,2.0,0.0,17.0,53.0,0.0,0.0
8475311,2021,Darcy Kuemper,COL,G,5on4,34,10335.0,2.27,1.0,35.0,1.21,2.0,3.11,5.0,20.92,25.0,5.66,7.0,6.99,5.0,14.7,16.0,2.21,18.0,8.0,3.0,0.54,1.03,0.7,0.0,0.0,1.0,6.0,0.0,0.0
8480947,2021,Kevin Lankinen,CHI,G,other,13,767.0,2.38,7.0,30.0,1.36,3.0,3.29,1.0,17.09,18.0,0.14,0.0,10.76,10.0,5.51,3.0,2.3,17.0,5.0,2.0,0.72,0.64,1.01,3.0,2.0,2.0,6.0,0.0,0.0
8480947,2021,Kevin Lankinen,CHI,G,all,13,44343.0,29.49,42.0,691.0,24.61,24.0,87.06,72.0,369.1,380.0,10.56,10.0,209.64,172.0,151.18,187.0,28.36,402.0,90.0,22.0,11.9,10.74,6.86,18.0,15.0,9.0,177.0,0.0,0.0
8480947,2021,Kevin Lankinen,CHI,G,5on5,13,36009.0,19.16,23.0,523.0,17.39,14.0,67.47,60.0,276.15,282.0,8.45,6.0,156.18,120.0,116.84,154.0,18.69,311.0,63.0,12.0,8.94,7.17,3.04,11.0,8.0,4.0,137.0,0.0,0.0
8480947,2021,Kevin Lankinen,CHI,G,4on5,13,3573.0,6.85,9.0,120.0,5.3,6.0,14.36,11.0,62.99,65.0,0.16,0.0,38.39,40.0,20.1,19.0,6.28,60.0,20.0,7.0,1.74,2.67,2.44,2.0,4.0,3.0,33.0,0.0,0.0
8480947,2021,Kevin Lankinen,CHI,G,5on4,13,3994.0,0.94,2.0,16.0,0.46,1.0,1.64,0.0,11.25,13.0,1.73,4.0,3.65,2.0,8.0,10.0,0.93,13.0,1.0,1.0,0.47,0.11,0.36,2.0,0.0,0.0,1.0,0.0,0.0
8474651,2021,Braden Holtby,DAL,G,other,23,1585.0,4.92,3.0,65.0,2.79,1.0,6.53,5.0,36.72,31.0,0.83,1.0,20.77,21.0,13.81,18.0,4.51,28.0,16.0,6.0,1.13,1.95,1.85,2.0,0.0,1.0,15.0,0.0,0.0
8474651,2021,Braden Holtby,DAL,G,all,23,75238.0,56.56,58.0,1210.0,43.86,45.0,148.46,150.0,646.85,658.0,19.43,21.0,369.87,275.0,267.29,353.0,54.8,680.0,175.0,52.0,19.3,21.01,16.25,23.0,19.0,16.0,303.0,2.0,1.0
8474651,2021,Braden Holtby,DAL,G,5on5,23,62008.0,42.61,42.0,973.0,33.98,41.0,123.85,136.0,515.21,536.0,15.02,13.0,294.77,210.0,212.79,276.0,41.49,551.0,136.0,38.0,15.48,16.46,10.67,17.0,15.0,10.0,248.0,2.0,1.0
8474651,2021,Braden Holtby,DAL,G,4on5,23,5549.0,7.42,12.0,140.0,6.14,3.0,15.53,7.0,73.26,68.0,0.52,1.0,47.59,40.0,24.1,38.0,7.19,78.0,18.0,7.0,2.13,1.9,3.38,4.0,3.0,5.0,37.0,0.0,0.0
8474651,2021,Braden Holtby,DAL,G,5on4,23,6096.0,1.61,1.0,32.0,0.96,0.0,2.56,2.0,21.67,23.0,3.06,6.0,6.74,4.0,16.58,21.0,1.61,23.0,5.0,1.0,0.57,0.7,0.34,0.0,1.0,0.0,3.0,0.0,0.0
8475717,2021,Calvin Pickard,DET,G,other,2,316.0,0.23,1.0,4.0,0.14,0.0,0.54,1.0,2.29,3.0,0.13,0.0,1.07,0.0,0.93,1.0,0.23,2.0,1.0,0.0,0.09,0.15,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8475717,2021,Calvin Pickard,DET,G,all,2,6207.0,4.28,5.0,87.0,3.35,2.0,11.83,12.0,50.81,59.0,1.88,4.0,29.59,27.0,21.34,26.0,4.19,56.0,14.0,2.0,1.51,1.79,0.98,0.0,4.0,1.0,15.0,0.0,0.0
8475717,2021,Calvin Pickard,DET,G,5on5,2,5106.0,2.68,2.0,70.0,2.46,1.0,9.78,10.0,39.97,46.0,1.41,4.0,23.0,21.0,17.79,23.0,2.65,47.0,9.0,1.0,1.13,1.17,0.38,0.0,2.0,0.0,13.0,0.0,0.0
8475717,2021,Calvin Pickard,DET,G,4on5,2,412.0,1.37,2.0,13.0,0.76,1.0,1.5,1.0,8.55,10.0,0.09,0.0,5.51,6.0,2.62,2.0,1.3,7.0,4.0,1.0,0.29,0.47,0.6,0.0,1.0,1.0,1.0,0.0,0.0
