lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
847403784747158476872,2021,Van Riemsdyk-Laughton-Atkinson,PHI,line,5on5,5,787.0,44.0,0.4,0.38,0.31,3.45,0.3,0.25,0.8,0.12,2.05,1.48,0.3,0.32,0.32,4.0,1.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,0.0,0.0,5.0,6.0,2.0,3.0,4.0,1.0,0.0,0.15,0.15,0.0,1.0,0.0,0.0,10.3,5.0,5.34,2.0,0.05,0.0,0.0,0.35,0.37,0.37,6.98,0.45,0.51,1.57,0.22,5.03,3.22,0.44,0.44,0.43,6.0,5.0,5.0,16.0,0.0,0.0,0.0,3.0,1.0,4.0,3.0,6.0,11.0,0.0,0.0,7.0,9.0,2.0,2.0,9.0,2.0,0.0,0.27,0.18,0.0,0.0,0.0,0.0,15.81,11.0,11.09,0.0,0.1,0.0,0.0,0.55,0.55,0.53
847488484758488480018,2021,Hoffman-Suzuki-Gallagher,MTL,line,5on5,8,2876.0,69.0,0.45,0.38,0.41,18.13,1.67,1.03,4.35,0.54,9.02,7.4,1.63,1.75,1.71,18.0,6.0,11.0,35.0,2.0,2.0,2.0,4.0,0.0,3.0,13.0,16.0,22.0,1.0,2.0,19.0,19.0,6.0,6.0,19.0,3.0,2.0,0.57,0.36,0.73,0.0,0.0,2.0,35.8,24.0,24.33,6.0,0.21,0.73,0.73,1.15,1.18,1.17,24.34,2.07,1.66,6.02,0.88,14.16,10.21,2.01,2.01,1.95,29.0,6.0,21.0,56.0,1.0,3.0,1.0,9.0,0.0,9.0,13.0,28.0,34.0,4.0,8.0,29.0,23.0,3.0,7.0,27.0,5.0,3.0,0.68,0.61,0.78,0.0,0.0,1.0,53.89,35.0,34.4,4.0,0.34,0.7,0.7,1.71,1.66,1.64
84758258476902,2021,Lindell-Hakanpaa,DAL,pairing,5on5,44,9309.0,216.0,0.32,0.39,0.4,49.59,3.18,2.87,12.79,1.56,25.85,20.75,3.16,3.21,3.19,48.0,19.0,29.0,96.0,5.0,0.0,0.0,15.0,3.0,11.0,33.0,43.0,62.0,11.0,22.0,88.0,87.0,15.0,21.0,52.0,13.0,2.0,1.17,1.47,0.54,2.0,2.0,1.0,96.2,67.0,67.52,14.0,0.6,0.0,0.0,3.77,3.81,3.79,73.09,6.66,4.87,16.97,2.35,40.46,29.69,6.25,6.67,6.22,81.0,20.0,51.0,152.0,5.0,5.0,0.0,23.0,1.0,29.0,38.0,76.0,96.0,10.0,20.0,55.0,72.0,14.0,29.0,75.0,19.0,7.0,2.25,2.19,2.21,3.0,1.0,1.0,150.71,101.0,99.42,14.0,1.01,1.54,1.54,6.12,6.05,5.92
847409884779988478585,2021,Foegele-Ryan-Sceviour,EDM,line,5on5,10,1686.0,92.0,0.42,0.46,0.45,13.43,1.03,0.88,2.97,0.45,6.81,5.87,0.97,1.01,0.95,13.0,5.0,8.0,26.0,0.0,1.0,0.0,2.0,0.0,5.0,10.0,13.0,18.0,2.0,7.0,10.0,17.0,5.0,1.0,15.0,1.0,2.0,0.42,0.11,0.51,0.0,0.0,0.0,25.59,18.0,17.81,1.0,0.18,0.26,0.26,0.95,0.94,0.93,16.49,1.44,0.96,3.86,0.52,8.56,6.65,1.42,1.51,1.49,21.0,1.0,8.0,30.0,3.0,0.0,0.0,8.0,0.0,6.0,5.0,18.0,19.0,3.0,9.0,14.0,14.0,6.0,6.0,16.0,4.0,2.0,0.42,0.46,0.56,2.0,0.0,1.0,31.32,22.0,22.93,5.0,0.2,0.0,0.0,1.64,1.72,1.7
84745638479998,2021,Anderson-Doughty,LAK,pairing,5on5,26,25162.0,36.0,0.58,0.61,0.61,246.99,21.32,16.75,57.76,8.01,135.17,100.0,20.55,21.19,20.42,250.0,89.0,107.0,446.0,20.0,19.0,4.0,57.0,3.0,93.0,147.0,230.0,319.0,23.0,55.0,192.0,169.0,34.0,45.0,257.0,62.0,20.0,7.67,7.93,5.72,7.0,7.0,6.0,446.74,339.0,339.11,31.0,3.47,4.75,4.13,20.66,20.48,20.23,159.25,15.57,11.23,36.45,5.01,85.58,63.16,15.03,16.02,15.46,164.0,53.0,70.0,287.0,14.0,14.0,3.0,47.0,9.0,56.0,77.0,150.0,203.0,35.0,80.0,209.0,218.0,37.0,53.0,153.0,46.0,18.0,5.07,5.48,5.02,4.0,6.0,4.0,292.96,217.0,221.76,38.0,2.34,3.12,3.37,14.55,14.93,14.72
84768538478408,2021,Rielly-Dermott,TOR,pairing,5on5,20,4800.0,135.0,0.41,0.49,0.46,39.58,3.52,2.78,8.38,1.14,21.62,15.55,3.49,3.41,3.37,39.0,14.0,21.0,74.0,5.0,0.0,0.0,8.0,1.0,12.0,27.0,34.0,48.0,3.0,6.0,36.0,22.0,16.0,20.0,35.0,16.0,2.0,1.21,1.87,0.44,1.0,2.0,2.0,71.57,53.0,51.54,12.0,0.58,0.0,0.0,4.1,3.97,3.93,45.67,5.06,3.22,10.18,1.51,23.52,18.52,4.83,5.3,5.05,46.0,16.0,14.0,76.0,5.0,4.0,2.0,10.0,0.0,21.0,22.0,41.0,57.0,4.0,8.0,32.0,34.0,6.0,21.0,43.0,10.0,9.0,1.12,1.35,2.6,0.0,2.0,3.0,77.63,62.0,63.81,19.0,0.68,1.04,0.95,4.79,4.98,4.85
847417684759588478466,2021,Hagelin-Sgarbossa-Sprong,WSH,line,5on5,4,610.0,58.0,0.74,0.71,0.71,11.38,1.02,0.9,2.45,0.35,5.71,4.57,0.94,1.05,0.96,11.0,4.0,0.0,15.0,0.0,1.0,0.0,2.0,0.0,6.0,6.0,11.0,15.0,0.0,0.0,6.0,7.0,0.0,0.0,9.0,5.0,1.0,0.17,0.62,0.23,0.0,0.0,0.0,15.27,15.0,15.2,0.0,0.19,0.23,0.23,0.98,1.01,0.96,4.28,0.35,0.32,0.97,0.13,2.58,1.64,0.35,0.35,0.35,5.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,5.0,6.0,0.0,0.0,4.0,1.0,0.0,1.0,4.0,2.0,0.0,0.12,0.24,0.0,0.0,0.0,0.0,5.93,6.0,5.97,1.0,0.06,0.0,0.0,0.42,0.41,0.41
847628884768518477951,2021,Galchenyuk-Dzingel-Schmaltz,ARI,line,5on5,2,803.0,7.0,0.2,0.23,0.11,0.88,0.12,0.09,0.12,0.02,0.42,0.23,0.12,0.12,0.12,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,6.0,2.0,5.0,0.0,1.0,0.0,0.0,0.12,0.0,0.0,1.0,0.0,2.73,1.0,1.04,4.0,0.02,0.0,0.0,0.14,0.14,0.14,5.68,0.47,0.4,1.22,0.17,3.37,2.38,0.47,0.52,0.52,7.0,1.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,7.0,0.0,0.0,7.0,5.0,3.0,3.0,5.0,3.0,0.0,0.19,0.28,0.0,0.0,1.0,0.0,10.65,8.0,8.51,2.0,0.08,0.0,0.0,0.55,0.61,0.61
847688084784668481580,2021,Wilson-Mcmichael-Sprong,WSH,line,5on5,4,912.0,37.0,0.62,0.54,0.55,5.82,1.02,0.39,1.28,0.17,3.3,2.43,1.0,1.03,1.01,9.0,8.0,3.0,20.0,0.0,0.0,0.0,4.0,1.0,4.0,8.0,9.0,17.0,0.0,0.0,7.0,6.0,0.0,2.0,14.0,3.0,0.0,0.7,0.32,0.0,0.0,0.0,0.0,21.14,17.0,17.54,1.0,0.08,0.0,0.0,0.51,0.5,0.5,4.82,0.61,0.34,1.32,0.2,3.41,2.51,0.61,0.6,0.6,8.0,6.0,3.0,17.0,3.0,0.0,0.0,2.0,0.0,2.0,7.0,5.0,11.0,0.0,0.0,4.0,2.0,1.0,3.0,14.0,0.0,0.0,0.61,0.0,0.0,3.0,0.0,0.0,16.28,14.0,13.65,3.0,0.07,0.0,0.0,0.29,0.29,0.29
84717358474027,2021,Yandle-Braun,PHI,pairing,5on5,20,3236.0,140.0,0.33,0.47,0.44,18.67,1.65,1.16,4.7,0.65,10.93,7.91,1.63,1.62,1.6,22.0,5.0,19.0,46.0,2.0,2.0,1.0,6.0,0.0,6.0,11.0,20.0,25.0,1.0,2.0,21.0,29.0,5.0,8.0,22.0,3.0,2.0,0.69,0.31,0.66,1.0,0.0,1.0,44.2,27.0,26.54,5.0,0.24,0.66,0.66,1.23,1.21,1.2,25.5,3.36,1.8,6.27,0.91,13.12,9.54,3.16,3.58,3.36,21.0,14.0,17.0,52.0,3.0,8.0,2.0,5.0,1.0,7.0,11.0,18.0,32.0,3.0,9.0,28.0,22.0,11.0,7.0,22.0,8.0,5.0,0.64,1.1,1.61,0.0,1.0,2.0,54.15,35.0,36.41,5.0,0.38,1.77,1.6,2.13,2.23,2.2
847060484785428478866,2021,Simon-Carter-Rodrigues,PIT,line,5on5,4,1581.0,19.0,0.64,0.53,0.56,11.44,1.46,0.83,2.69,0.33,5.63,4.06,1.39,1.48,1.41,11.0,4.0,8.0,23.0,2.0,1.0,0.0,2.0,2.0,7.0,1.0,9.0,13.0,0.0,0.0,16.0,10.0,4.0,3.0,8.0,5.0,2.0,0.19,0.68,0.59,2.0,0.0,0.0,23.25,15.0,15.04,0.0,0.18,0.37,0.37,1.27,1.27,1.26,8.61,0.82,0.57,2.02,0.32,4.54,3.73,0.81,0.81,0.8,12.0,0.0,8.0,20.0,3.0,3.0,2.0,2.0,0.0,1.0,3.0,9.0,9.0,1.0,2.0,14.0,19.0,5.0,4.0,8.0,3.0,1.0,0.21,0.29,0.33,1.0,1.0,1.0,19.34,12.0,11.8,2.0,0.12,0.43,0.43,0.51,0.5,0.49
847740784774098482113,2021,Duclair-Lundell-Verhaeghe,FLA,line,5on5,8,726.0,88.0,0.72,0.76,0.71,6.98,0.85,0.46,1.6,0.26,3.93,2.9,0.84,0.86,0.85,6.0,4.0,9.0,19.0,1.0,1.0,0.0,0.0,1.0,3.0,4.0,5.0,9.0,1.0,2.0,5.0,4.0,3.0,1.0,5.0,5.0,0.0,0.18,0.66,0.0,1.0,0.0,0.0,18.31,10.0,9.92,0.0,0.1,0.14,0.14,0.79,0.81,0.81,3.11,0.32,0.24,0.67,0.09,1.49,1.19,0.32,0.34,0.34,4.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,6.0,6.0,0.0,4.0,2.0,2.0,0.0,0.06,0.26,0.0,0.0,0.0,0.0,6.24,4.0,4.12,1.0,0.05,0.0,0.0,0.37,0.4,0.4
847793084784728479390,2021,Joseph-Bellemare-Raddysh,TBL,line,5on5,10,1292.0,71.0,0.3,0.41,0.41,8.86,0.46,0.46,2.26,0.26,4.59,3.96,0.46,0.49,0.48,7.0,5.0,4.0,16.0,0.0,0.0,0.0,1.0,0.0,6.0,5.0,7.0,12.0,2.0,4.0,4.0,9.0,2.0,3.0,11.0,1.0,0.0,0.32,0.15,0.0,0.0,0.0,0.0,16.78,12.0,12.48,3.0,0.09,0.0,0.0,0.56,0.59,0.58,12.44,1.06,0.83,2.71,0.37,7.02,5.02,1.05,1.01,1.0,11.0,6.0,6.0,23.0,0.0,0.0,0.0,2.0,1.0,5.0,9.0,11.0,17.0,1.0,10.0,7.0,11.0,4.0,3.0,12.0,5.0,0.0,0.41,0.65,0.0,0.0,0.0,0.0,22.56,17.0,16.65,3.0,0.17,0.0,0.0,1.23,1.17,1.16
847724084784778479379,2021,Rowney-Stephens-Smith,DET,line,5on5,4,1534.0,20.0,0.3,0.43,0.33,7.13,0.47,0.33,1.73,0.2,3.21,3.06,0.47,0.47,0.47,6.0,3.0,10.0,19.0,0.0,1.0,0.0,1.0,1.0,0.0,6.0,6.0,9.0,3.0,6.0,11.0,11.0,2.0,4.0,8.0,0.0,1.0,0.19,0.0,0.28,0.0,0.0,0.0,18.36,9.0,8.8,4.0,0.07,0.28,0.28,0.26,0.26,0.26,12.77,1.1,0.82,3.27,0.41,7.35,5.04,1.08,1.13,1.1,13.0,5.0,7.0,25.0,1.0,1.0,0.0,3.0,0.0,6.0,7.0,12.0,17.0,1.0,2.0,12.0,9.0,2.0,5.0,13.0,4.0,1.0,0.31,0.47,0.33,1.0,0.0,0.0,26.05,18.0,18.27,4.0,0.17,0.33,0.33,0.95,0.97,0.94
847577284758208476323,2021,Mccormick-Sheahan-Donskoi,SEA,line,5on5,2,714.0,8.0,0.47,0.61,0.56,6.08,0.35,0.4,1.44,0.19,3.98,2.65,0.35,0.35,0.35,5.0,4.0,2.0,11.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,5.0,9.0,1.0,2.0,5.0,5.0,3.0,1.0,7.0,2.0,0.0,0.16,0.18,0.0,0.0,0.0,0.0,10.82,9.0,8.78,1.0,0.08,0.0,0.0,0.43,0.44,0.43,4.68,0.4,0.33,1.1,0.16,3.01,2.01,0.39,0.4,0.39,5.0,2.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,5.0,7.0,0.0,0.0,5.0,4.0,2.0,1.0,5.0,2.0,0.0,0.2,0.19,0.0,0.0,0.0,0.0,7.31,7.0,7.19,0.0,0.07,0.0,0.0,0.47,0.47,0.46
848001284815358481617,2021,Hoglander-Pettersson-Podkolzin,VAN,line,5on5,10,2300.0,88.0,0.6,0.6,0.6,26.92,2.28,1.83,5.71,0.83,14.96,11.39,2.21,2.24,2.17,24.0,13.0,11.0,48.0,4.0,2.0,2.0,0.0,1.0,18.0,12.0,20.0,33.0,1.0,2.0,14.0,14.0,8.0,6.0,29.0,6.0,2.0,1.02,0.71,0.56,1.0,1.0,2.0,46.01,37.0,35.62,5.0,0.38,0.56,0.56,2.1,2.06,2.0,18.04,1.49,1.24,3.75,0.52,10.36,7.63,1.47,1.55,1.52,17.0,8.0,7.0,32.0,1.0,1.0,0.0,5.0,0.0,10.0,8.0,16.0,24.0,2.0,4.0,9.0,20.0,4.0,4.0,18.0,7.0,0.0,0.6,0.89,0.0,0.0,1.0,0.0,31.79,25.0,25.08,1.0,0.26,0.15,0.15,1.61,1.66,1.65
84754558476470,2021,Dillon-Beaulieu,WPG,pairing,5on5,12,1032.0,93.0,0.36,0.46,0.38,5.86,0.49,0.37,1.54,0.18,3.13,2.29,0.49,0.45,0.45,6.0,2.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.0,8.0,1.0,2.0,6.0,7.0,0.0,4.0,5.0,3.0,0.0,0.12,0.37,0.0,0.0,0.0,0.0,11.05,8.0,7.44,4.0,0.08,0.0,0.0,0.57,0.52,0.52,9.14,0.86,0.56,2.09,0.3,5.2,3.99,0.85,0.88,0.87,9.0,4.0,1.0,14.0,1.0,0.0,0.0,1.0,1.0,2.0,8.0,8.0,12.0,1.0,2.0,10.0,5.0,2.0,4.0,9.0,4.0,0.0,0.31,0.55,0.0,1.0,0.0,0.0,13.96,13.0,13.19,4.0,0.12,0.0,0.0,0.97,0.99,0.99
84757538478013,2021,Walman-Faulk,STL,pairing,5on5,16,2930.0,107.0,0.37,0.47,0.49,24.97,1.77,1.42,5.93,0.8,12.93,11.14,1.77,1.83,1.82,29.0,5.0,6.0,40.0,2.0,1.0,0.0,5.0,0.0,12.0,14.0,27.0,32.0,4.0,8.0,19.0,14.0,11.0,6.0,26.0,8.0,0.0,0.87,0.9,0.0,1.0,1.0,0.0,40.98,34.0,34.59,4.0,0.29,0.05,0.05,2.02,2.08,2.08,26.53,3.01,1.94,5.56,0.82,14.35,10.31,2.9,2.92,2.81,23.0,13.0,9.0,45.0,0.0,3.0,0.0,7.0,0.0,10.0,16.0,23.0,36.0,1.0,2.0,19.0,16.0,11.0,14.0,22.0,12.0,2.0,0.82,1.71,0.48,0.0,0.0,0.0,43.51,36.0,34.91,10.0,0.41,0.56,0.56,2.86,2.77,2.73
84774198480883,2021,Smith-Geertsen,NJD,pairing,5on5,3,1122.0,11.0,0.38,0.33,0.33,5.05,0.55,0.34,1.06,0.15,2.83,2.06,0.55,0.52,0.52,4.0,3.0,3.0,10.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,6.0,0.0,0.0,3.0,10.0,3.0,0.0,5.0,1.0,1.0,0.15,0.2,0.2,0.0,0.0,1.0,9.19,7.0,6.62,0.0,0.07,0.0,0.0,0.62,0.58,0.58,10.24,0.91,0.71,2.34,0.32,5.69,4.03,0.91,0.94,0.93,8.0,6.0,6.0,20.0,0.0,1.0,0.0,2.0,1.0,4.0,6.0,8.0,14.0,1.0,2.0,4.0,7.0,1.0,1.0,11.0,2.0,1.0,0.37,0.29,0.25,0.0,0.0,0.0,20.64,14.0,14.43,1.0,0.15,0.25,0.25,0.81,0.83,0.83
84757908478430,2021,Kylington-Gudbranson,CGY,pairing,5on5,24,1276.0,146.0,0.47,0.56,0.56,16.12,1.85,1.14,3.37,0.49,8.86,6.29,1.8,1.87,1.82,16.0,6.0,5.0,27.0,2.0,2.0,0.0,3.0,0.0,7.0,8.0,14.0,20.0,1.0,2.0,4.0,11.0,2.0,2.0,13.0,7.0,2.0,0.46,0.88,0.51,1.0,1.0,0.0,26.96,22.0,22.13,1.0,0.24,0.44,0.24,1.85,1.86,1.84,13.21,2.12,1.13,2.74,0.42,6.09,4.51,1.97,2.1,1.94,13.0,4.0,4.0,21.0,0.0,3.0,0.0,5.0,0.0,5.0,4.0,13.0,17.0,0.0,0.0,1.0,16.0,5.0,2.0,7.0,6.0,4.0,0.26,0.7,1.16,0.0,0.0,0.0,20.49,17.0,16.6,2.0,0.24,0.42,0.42,1.94,1.91,1.88
847579884768878481577,2021,Forsberg-Granlund-Tomasino,NSH,line,5on5,4,928.0,32.0,0.41,0.4,0.42,5.4,0.26,0.32,1.33,0.18,3.36,2.55,0.26,0.27,0.27,7.0,1.0,0.0,8.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,5.0,6.0,3.0,9.0,13.0,10.0,0.0,3.0,7.0,1.0,0.0,0.17,0.09,0.0,1.0,1.0,0.0,8.28,8.0,8.26,1.0,0.06,0.0,0.0,0.32,0.34,0.33,7.61,0.37,0.49,2.11,0.25,4.63,3.15,0.37,0.35,0.35,7.0,4.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,3.0,7.0,6.0,10.0,3.0,9.0,11.0,8.0,1.0,5.0,10.0,1.0,0.0,0.2,0.17,0.0,0.0,1.0,0.0,11.2,11.0,10.3,4.0,0.1,0.0,0.0,0.47,0.45,0.45
847121784742918477070,2021,Ladd-Beagle-O'Brien,ARI,line,5on5,4,838.0,24.0,0.11,0.26,0.25,2.85,0.1,0.15,0.89,0.09,1.62,1.15,0.1,0.1,0.1,2.0,2.0,3.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,2.0,4.0,13.0,10.0,2.0,2.0,4.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,7.3,4.0,4.12,1.0,0.03,0.0,0.0,0.13,0.14,0.14,7.96,0.82,0.54,1.97,0.29,4.94,3.44,0.8,0.77,0.75,6.0,6.0,8.0,20.0,0.0,0.0,0.0,1.0,1.0,6.0,4.0,6.0,12.0,1.0,2.0,6.0,6.0,1.0,0.0,7.0,5.0,0.0,0.2,0.62,0.0,0.0,0.0,0.0,19.18,12.0,11.46,0.0,0.11,0.0,0.0,0.93,0.88,0.86
847470984752318478463,2021,Martin-Cizikas-Beauvillier,NYI,line,5on5,6,1011.0,53.0,0.56,0.54,0.53,6.53,0.61,0.45,1.36,0.21,4.3,3.06,0.61,0.66,0.66,8.0,2.0,3.0,13.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,8.0,1.0,2.0,9.0,12.0,2.0,2.0,8.0,1.0,1.0,0.24,0.13,0.24,1.0,0.0,1.0,14.28,10.0,10.55,2.0,0.09,0.0,0.0,0.71,0.76,0.76,6.19,0.48,0.46,1.28,0.19,3.93,2.66,0.47,0.44,0.43,6.0,3.0,2.0,11.0,0.0,0.0,0.0,2.0,0.0,4.0,3.0,6.0,9.0,0.0,0.0,4.0,15.0,1.0,2.0,7.0,2.0,0.0,0.18,0.29,0.0,0.0,0.0,0.0,10.21,9.0,8.42,0.0,0.1,0.0,0.0,0.58,0.53,0.52
847488484774608477989,2021,Dvorak-Dauphin-Hoffman,MTL,line,5on5,4,1637.0,39.0,0.22,0.37,0.34,10.01,0.54,0.56,2.5,0.3,5.73,4.38,0.54,0.57,0.57,11.0,3.0,4.0,18.0,3.0,0.0,0.0,2.0,0.0,4.0,5.0,8.0,11.0,1.0,2.0,21.0,11.0,3.0,3.0,12.0,2.0,0.0,0.23,0.3,0.0,2.0,1.0,0.0,19.18,14.0,14.81,1.0,0.11,0.0,0.0,0.65,0.69,0.69,18.57,1.85,1.26,4.62,0.63,11.1,7.54,1.75,1.82,1.72,17.0,10.0,4.0,31.0,1.0,2.0,0.0,6.0,0.0,11.0,7.0,16.0,26.0,1.0,2.0,14.0,15.0,3.0,5.0,23.0,1.0,3.0,0.63,0.11,1.11,0.0,0.0,1.0,30.79,27.0,27.1,1.0,0.26,0.89,0.89,1.23,1.19,1.17
847740984795538482113,2021,Verhaeghe-Lundell-Mamin,FLA,line,5on5,9,1878.0,62.0,0.44,0.5,0.54,17.99,1.31,1.17,3.86,0.55,10.14,7.98,1.3,1.31,1.3,19.0,6.0,4.0,29.0,3.0,0.0,0.0,5.0,1.0,9.0,7.0,16.0,22.0,0.0,0.0,15.0,7.0,8.0,3.0,19.0,6.0,0.0,0.62,0.69,0.0,2.0,1.0,0.0,29.29,25.0,25.42,2.0,0.24,0.0,0.0,1.55,1.55,1.54,15.43,1.7,1.08,3.55,0.56,8.22,5.89,1.6,1.73,1.63,16.0,5.0,8.0,29.0,0.0,1.0,0.0,6.0,1.0,7.0,6.0,16.0,21.0,1.0,2.0,15.0,8.0,5.0,5.0,14.0,5.0,2.0,0.39,0.71,0.6,0.0,0.0,0.0,28.64,21.0,20.64,2.0,0.23,0.35,0.35,1.57,1.59,1.57
847745484808138480821,2021,Erne-Veleno-Zadina,DET,line,5on5,13,922.0,136.0,0.37,0.41,0.35,4.4,0.44,0.32,1.05,0.13,2.24,1.82,0.43,0.45,0.44,4.0,2.0,3.0,9.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,6.0,0.0,0.0,10.0,8.0,3.0,3.0,5.0,0.0,1.0,0.22,0.0,0.22,0.0,0.0,0.0,8.81,6.0,5.91,2.0,0.07,0.0,0.0,0.51,0.52,0.51,7.7,0.75,0.57,1.74,0.25,4.58,3.1,0.74,0.78,0.76,7.0,4.0,2.0,13.0,2.0,1.0,1.0,2.0,0.0,5.0,1.0,5.0,9.0,2.0,4.0,2.0,4.0,1.0,0.0,7.0,3.0,1.0,0.17,0.36,0.21,0.0,2.0,0.0,13.41,11.0,11.42,0.0,0.12,0.15,0.15,0.72,0.75,0.75
847749484779898479514,2021,Drouin-Dvorak-Pitlick,MTL,line,5on5,2,1181.0,3.0,0.38,0.4,0.48,6.78,0.43,0.49,1.79,0.25,4.07,2.96,0.42,0.43,0.42,7.0,3.0,0.0,10.0,1.0,0.0,0.0,1.0,1.0,3.0,4.0,6.0,9.0,1.0,2.0,12.0,14.0,1.0,6.0,9.0,1.0,0.0,0.32,0.1,0.0,0.0,1.0,0.0,9.8,10.0,9.81,4.0,0.1,0.0,0.0,0.53,0.53,0.52,7.64,0.7,0.57,1.7,0.23,4.72,3.08,0.69,0.69,0.68,8.0,3.0,4.0,15.0,1.0,0.0,0.0,2.0,2.0,4.0,2.0,7.0,10.0,1.0,2.0,9.0,10.0,0.0,6.0,7.0,4.0,0.0,0.21,0.48,0.0,0.0,1.0,0.0,14.83,11.0,11.02,4.0,0.12,0.0,0.0,0.82,0.81,0.8
847806784784398480028,2021,Lindblom-Frost-Konecny,PHI,line,5on5,7,1925.0,42.0,0.53,0.45,0.48,17.48,1.69,1.25,4.54,0.59,8.71,6.23,1.56,1.74,1.61,17.0,6.0,7.0,30.0,1.0,6.0,0.0,5.0,0.0,7.0,4.0,16.0,22.0,3.0,6.0,13.0,13.0,2.0,2.0,17.0,3.0,3.0,0.43,0.45,0.8,0.0,1.0,0.0,29.54,23.0,22.7,1.0,0.26,1.04,1.04,0.91,0.94,0.92,17.98,1.5,1.07,4.46,0.65,9.91,7.41,1.5,1.49,1.48,16.0,9.0,11.0,36.0,1.0,0.0,0.0,6.0,2.0,9.0,7.0,15.0,24.0,4.0,8.0,14.0,13.0,4.0,2.0,18.0,5.0,2.0,0.51,0.55,0.45,0.0,1.0,0.0,36.95,25.0,25.46,2.0,0.22,0.0,0.0,1.73,1.71,1.7
