lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
847747984779468482078,2021,Raymond-Larkin-Bertuzzi,DET,line,5on5,35,19136.0,90.0,0.52,0.5,0.49,164.34,15.4,11.74,37.52,5.13,89.64,65.56,14.85,15.4,14.85,171.0,54.0,74.0,299.0,17.0,9.0,2.0,32.0,1.0,87.0,79.0,154.0,208.0,18.0,50.0,161.0,81.0,32.0,46.0,156.0,53.0,16.0,4.67,6.51,4.22,5.0,7.0,5.0,296.67,225.0,224.04,22.0,2.44,2.33,2.33,15.5,15.43,15.15,171.09,14.49,11.44,39.39,5.33,94.72,69.64,14.25,14.66,14.42,186.0,49.0,64.0,299.0,9.0,7.0,1.0,43.0,10.0,71.0,95.0,177.0,226.0,33.0,72.0,153.0,98.0,24.0,38.0,174.0,52.0,9.0,5.33,6.49,2.66,5.0,2.0,2.0,303.42,235.0,237.22,23.0,2.38,1.38,1.38,15.48,15.69,15.51
84769318476979,2021,Mccabe-Gustafsson,CHI,pairing,5on5,27,3792.0,225.0,0.63,0.53,0.53,30.26,2.43,1.99,7.27,0.96,16.8,12.55,2.4,2.44,2.42,35.0,7.0,10.0,52.0,4.0,2.0,0.0,12.0,0.0,8.0,16.0,31.0,38.0,2.0,4.0,15.0,20.0,11.0,13.0,30.0,11.0,1.0,0.91,1.32,0.2,2.0,2.0,0.0,50.54,42.0,41.63,10.0,0.41,0.36,0.36,2.48,2.52,2.49,26.28,1.44,1.56,6.65,0.85,15.35,11.14,1.43,1.44,1.43,28.0,9.0,9.0,46.0,0.0,2.0,0.0,5.0,1.0,11.0,18.0,28.0,37.0,3.0,6.0,19.0,23.0,8.0,10.0,34.0,3.0,0.0,1.07,0.37,0.0,0.0,0.0,0.0,47.01,37.0,37.15,8.0,0.31,0.18,0.18,1.58,1.57,1.57
847577284788918479414,2021,Appleton-Sheahan-Bastian,SEA,line,5on5,6,1823.0,25.0,0.65,0.55,0.57,17.46,1.82,1.1,4.17,0.5,9.42,7.0,1.77,1.81,1.77,21.0,3.0,4.0,28.0,1.0,3.0,1.0,3.0,0.0,6.0,11.0,20.0,23.0,1.0,2.0,15.0,12.0,5.0,6.0,19.0,2.0,3.0,0.45,0.29,1.08,0.0,0.0,1.0,27.93,24.0,23.89,6.0,0.23,0.93,0.81,1.24,1.24,1.21,12.37,0.96,0.76,3.03,0.42,7.29,5.53,0.92,0.95,0.91,10.0,8.0,5.0,23.0,1.0,1.0,1.0,6.0,1.0,6.0,3.0,9.0,17.0,3.0,6.0,22.0,15.0,1.0,3.0,14.0,2.0,2.0,0.28,0.19,0.49,0.0,0.0,1.0,22.39,18.0,17.57,1.0,0.16,0.28,0.28,0.84,0.82,0.8
847353384768828478904,2021,Teravainen-Staal-Lorentz,CAR,line,5on5,4,614.0,36.0,0.49,0.48,0.53,7.61,0.98,0.6,1.86,0.23,3.73,2.6,0.93,0.9,0.85,7.0,3.0,0.0,10.0,0.0,1.0,0.0,1.0,1.0,4.0,3.0,7.0,10.0,1.0,2.0,10.0,8.0,0.0,3.0,6.0,3.0,1.0,0.22,0.46,0.3,0.0,0.0,0.0,9.21,10.0,9.22,2.0,0.13,0.3,0.3,0.8,0.74,0.73,7.02,1.0,0.59,1.77,0.28,3.2,2.17,0.97,1.09,1.06,5.0,4.0,2.0,11.0,0.0,3.0,0.0,1.0,0.0,2.0,3.0,5.0,9.0,0.0,0.0,3.0,11.0,0.0,4.0,4.0,3.0,2.0,0.12,0.44,0.44,0.0,0.0,0.0,12.13,9.0,9.9,3.0,0.12,0.44,0.44,0.68,0.74,0.74
847735384775008478146,2021,Highmore-Horvat-Motte,VAN,line,5on5,4,761.0,43.0,0.74,0.6,0.67,5.71,0.3,0.33,1.37,0.18,3.27,2.55,0.29,0.32,0.32,4.0,4.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,4.0,8.0,1.0,2.0,9.0,6.0,1.0,0.0,7.0,1.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,9.67,8.0,8.61,0.0,0.07,0.0,0.0,0.37,0.39,0.39,2.93,0.1,0.18,0.8,0.08,1.61,1.23,0.1,0.09,0.09,3.0,1.0,2.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,4.0,0.0,0.0,8.0,4.0,3.0,2.0,4.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,5.36,4.0,3.58,0.0,0.04,0.0,0.0,0.14,0.13,0.13
84723828480222,2021,Greene-Aho,NYI,pairing,5on5,7,1552.0,43.0,0.51,0.57,0.63,13.71,0.88,0.88,3.21,0.41,8.11,5.51,0.88,0.88,0.88,13.0,6.0,2.0,21.0,2.0,0.0,0.0,0.0,0.0,5.0,12.0,11.0,17.0,2.0,4.0,6.0,19.0,1.0,5.0,16.0,3.0,0.0,0.44,0.44,0.0,1.0,1.0,0.0,20.53,19.0,18.61,3.0,0.18,0.0,0.0,1.06,1.06,1.06,8.58,0.84,0.57,1.99,0.23,4.38,2.98,0.84,0.86,0.86,7.0,4.0,5.0,16.0,2.0,0.0,0.0,1.0,0.0,4.0,4.0,5.0,9.0,0.0,0.0,7.0,8.0,2.0,7.0,8.0,2.0,1.0,0.25,0.32,0.27,0.0,1.0,1.0,16.5,11.0,11.2,3.0,0.12,0.0,0.0,0.96,0.99,0.98
847410284764388477964,2021,Saad-Barbashev-Perron,STL,line,5on5,6,2064.0,54.0,0.76,0.64,0.64,18.09,1.82,1.28,4.17,0.6,9.83,7.31,1.69,1.87,1.73,14.0,11.0,10.0,35.0,0.0,3.0,0.0,4.0,0.0,8.0,10.0,14.0,25.0,3.0,6.0,12.0,21.0,5.0,8.0,16.0,8.0,1.0,0.52,1.07,0.23,0.0,0.0,0.0,36.02,25.0,25.49,5.0,0.27,0.58,0.58,1.5,1.5,1.48,9.93,0.58,0.62,2.38,0.31,5.8,4.32,0.58,0.57,0.56,10.0,4.0,6.0,20.0,0.0,1.0,0.0,1.0,0.0,2.0,10.0,10.0,14.0,0.0,0.0,15.0,8.0,6.0,5.0,12.0,2.0,0.0,0.38,0.2,0.0,0.0,0.0,0.0,19.47,14.0,13.7,5.0,0.13,0.03,0.03,0.67,0.66,0.66
847531484784458479356,2021,Lee-Barzal-Bellows,NYI,line,5on5,3,773.0,25.0,0.34,0.33,0.28,3.69,0.24,0.26,0.88,0.1,1.97,1.55,0.24,0.23,0.23,3.0,2.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,5.0,0.0,0.0,3.0,3.0,1.0,4.0,5.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,6.85,5.0,4.86,1.0,0.05,0.0,0.0,0.3,0.28,0.28,9.13,0.48,0.46,2.52,0.3,5.03,4.21,0.48,0.48,0.48,9.0,4.0,1.0,14.0,1.0,0.0,0.0,1.0,0.0,5.0,6.0,8.0,12.0,0.0,0.0,4.0,3.0,0.0,0.0,12.0,1.0,0.0,0.3,0.17,0.0,1.0,0.0,0.0,14.09,13.0,13.07,0.0,0.09,0.0,0.0,0.57,0.58,0.58
847410284751588479385,2021,Perron-O'Reilly-Kyrou,STL,line,5on5,9,2362.0,64.0,0.55,0.62,0.6,22.71,1.35,1.41,5.13,0.71,13.57,9.82,1.34,1.35,1.34,26.0,6.0,12.0,44.0,3.0,0.0,0.0,4.0,1.0,13.0,11.0,23.0,29.0,0.0,0.0,24.0,7.0,7.0,8.0,27.0,5.0,0.0,0.81,0.54,0.0,2.0,1.0,0.0,45.16,32.0,32.46,2.0,0.28,0.0,0.0,1.63,1.64,1.62,15.05,1.08,0.88,4.02,0.49,8.29,6.24,1.08,1.1,1.09,17.0,4.0,6.0,27.0,2.0,0.0,0.0,3.0,1.0,7.0,8.0,15.0,19.0,2.0,4.0,21.0,9.0,2.0,2.0,19.0,1.0,1.0,0.71,0.1,0.28,2.0,0.0,0.0,27.22,21.0,21.13,0.0,0.18,0.0,0.0,1.26,1.28,1.28
846945584741908475160,2021,Clifford-Spezza-Simmonds,TOR,line,5on5,3,636.0,20.0,0.13,0.3,0.3,3.9,0.15,0.21,1.04,0.12,2.64,1.84,0.15,0.16,0.16,4.0,2.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,4.0,6.0,0.0,0.0,9.0,2.0,0.0,1.0,5.0,1.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,8.53,6.0,6.42,0.0,0.04,0.0,0.0,0.19,0.21,0.21,10.41,1.0,0.7,2.65,0.39,5.3,3.96,0.95,0.93,0.89,9.0,5.0,5.0,19.0,2.0,2.0,1.0,3.0,1.0,4.0,2.0,7.0,12.0,0.0,0.0,5.0,7.0,0.0,0.0,9.0,4.0,1.0,0.18,0.56,0.26,1.0,1.0,0.0,17.66,14.0,12.99,0.0,0.15,0.45,0.45,0.7,0.65,0.64
84717358478500,2021,Provorov-Yandle,PHI,pairing,5on5,37,2415.0,243.0,0.46,0.51,0.51,22.37,1.81,1.59,5.58,0.8,12.7,9.54,1.78,1.79,1.77,20.0,12.0,11.0,43.0,2.0,0.0,0.0,8.0,1.0,10.0,11.0,18.0,30.0,1.0,2.0,18.0,9.0,10.0,6.0,25.0,6.0,1.0,0.81,0.79,0.21,0.0,2.0,0.0,41.49,32.0,31.1,3.0,0.34,0.0,0.0,2.14,2.11,2.08,23.08,2.09,1.49,5.02,0.69,12.3,9.42,2.04,2.17,2.12,22.0,9.0,10.0,41.0,1.0,1.0,0.0,7.0,2.0,11.0,9.0,21.0,30.0,1.0,2.0,16.0,12.0,1.0,4.0,21.0,9.0,1.0,0.72,1.03,0.33,0.0,1.0,0.0,42.26,31.0,31.86,3.0,0.31,0.33,0.33,2.06,2.11,2.1
847410284750988476438,2021,Saad-Bozak-Perron,STL,line,5on5,9,2140.0,62.0,0.49,0.56,0.52,17.05,1.11,1.06,4.27,0.54,9.94,7.08,1.11,1.07,1.07,17.0,7.0,9.0,33.0,1.0,1.0,0.0,4.0,0.0,8.0,10.0,16.0,23.0,2.0,4.0,14.0,6.0,4.0,4.0,20.0,3.0,1.0,0.58,0.32,0.21,1.0,0.0,0.0,32.05,24.0,23.17,4.0,0.22,0.03,0.03,1.3,1.26,1.25,15.33,1.17,1.0,3.79,0.5,8.86,6.69,1.15,1.21,1.19,14.0,8.0,4.0,26.0,2.0,1.0,0.0,3.0,0.0,11.0,5.0,12.0,20.0,2.0,4.0,22.0,8.0,3.0,3.0,16.0,6.0,0.0,0.46,0.71,0.0,0.0,2.0,0.0,27.0,22.0,22.99,1.0,0.21,0.08,0.08,1.3,1.34,1.32
84740318482142,2021,Shattenkirk-Drysdale,ANA,pairing,5on5,14,2612.0,94.0,0.51,0.53,0.57,23.69,1.7,1.63,5.29,0.79,13.29,10.29,1.64,1.66,1.6,21.0,12.0,9.0,42.0,0.0,1.0,0.0,3.0,0.0,13.0,16.0,21.0,33.0,3.0,8.0,20.0,7.0,6.0,13.0,25.0,7.0,1.0,0.67,0.82,0.21,0.0,0.0,0.0,41.26,33.0,32.69,8.0,0.33,0.21,0.21,1.82,1.77,1.74,17.76,1.62,1.29,4.15,0.6,10.05,7.29,1.59,1.71,1.68,21.0,4.0,13.0,38.0,4.0,1.0,0.0,7.0,0.0,6.0,7.0,17.0,21.0,3.0,6.0,15.0,15.0,7.0,9.0,18.0,6.0,1.0,0.53,0.82,0.26,2.0,2.0,0.0,39.47,25.0,26.26,2.0,0.27,0.06,0.06,1.83,1.93,1.9
84706138478136,2021,Middleton-Burns,SJS,pairing,5on5,14,1118.0,102.0,0.6,0.46,0.5,6.94,0.67,0.51,1.49,0.21,3.55,2.56,0.64,0.66,0.62,7.0,2.0,4.0,13.0,3.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,6.0,1.0,5.0,2.0,7.0,3.0,2.0,6.0,2.0,1.0,0.12,0.28,0.27,1.0,1.0,1.0,12.56,9.0,8.92,1.0,0.11,0.0,0.27,0.51,0.49,0.48,6.41,0.46,0.47,1.57,0.19,3.73,2.58,0.46,0.48,0.48,8.0,1.0,6.0,15.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,7.0,8.0,3.0,9.0,7.0,9.0,4.0,1.0,7.0,2.0,0.0,0.21,0.25,0.0,1.0,0.0,0.0,15.77,9.0,9.3,0.0,0.1,0.0,0.0,0.55,0.58,0.58
84759068477810,2021,Hanley-Klingberg,DAL,pairing,5on5,12,1869.0,65.0,0.44,0.36,0.45,12.53,1.3,0.97,2.89,0.45,7.17,5.22,1.24,1.3,1.25,12.0,6.0,2.0,20.0,1.0,1.0,1.0,3.0,0.0,5.0,8.0,11.0,17.0,2.0,7.0,7.0,18.0,3.0,7.0,10.0,7.0,1.0,0.33,0.73,0.23,0.0,0.0,1.0,19.81,18.0,18.0,4.0,0.2,0.23,0.23,1.27,1.27,1.25,15.23,1.64,1.05,3.52,0.45,9.38,5.94,1.64,1.66,1.65,16.0,6.0,14.0,36.0,1.0,1.0,0.0,2.0,0.0,10.0,8.0,15.0,21.0,1.0,5.0,14.0,25.0,2.0,6.0,16.0,4.0,2.0,0.49,0.44,0.71,0.0,0.0,1.0,36.73,22.0,22.19,4.0,0.22,0.42,0.42,1.44,1.46,1.46
847571484757688476826,2021,Schwartz-Gourde-Jarnkrok,SEA,line,5on5,10,3045.0,70.0,0.37,0.46,0.47,22.71,1.63,1.59,5.44,0.74,13.06,9.54,1.6,1.61,1.58,20.0,12.0,6.0,38.0,3.0,1.0,0.0,1.0,1.0,9.0,17.0,17.0,29.0,5.0,10.0,26.0,23.0,10.0,6.0,25.0,7.0,0.0,0.74,0.89,0.0,0.0,3.0,0.0,38.15,32.0,31.93,4.0,0.33,0.19,0.19,1.77,1.73,1.69,25.6,2.79,1.73,6.48,0.89,14.03,10.08,2.36,2.91,2.46,26.0,10.0,8.0,44.0,5.0,4.0,1.0,7.0,0.0,9.0,11.0,21.0,31.0,4.0,8.0,28.0,13.0,2.0,7.0,24.0,9.0,3.0,0.66,1.05,1.08,2.0,2.0,1.0,44.94,36.0,36.97,2.0,0.36,1.26,1.26,1.89,1.97,1.91
84745748477359,2021,Myers-Poolman,VAN,pairing,5on5,25,3562.0,192.0,0.39,0.35,0.38,19.88,1.86,1.25,5.22,0.68,9.91,7.09,1.77,1.82,1.74,22.0,4.0,10.0,36.0,2.0,2.0,0.0,8.0,1.0,4.0,9.0,20.0,24.0,3.0,6.0,23.0,27.0,10.0,8.0,18.0,6.0,2.0,0.58,0.78,0.5,1.0,1.0,0.0,35.98,26.0,26.03,7.0,0.26,0.45,0.45,1.67,1.65,1.64,29.34,2.91,2.03,7.06,1.0,17.25,12.75,2.73,2.9,2.72,29.0,14.0,25.0,68.0,2.0,4.0,0.0,4.0,1.0,16.0,16.0,27.0,41.0,1.0,2.0,34.0,21.0,7.0,0.0,33.0,7.0,3.0,1.08,0.81,1.02,2.0,0.0,0.0,67.09,43.0,42.77,0.0,0.42,1.2,1.2,2.13,2.15,2.1
84751678480172,2021,Hedman-Rutta,TBL,pairing,5on5,45,31903.0,89.0,0.55,0.55,0.55,294.19,25.06,20.07,67.4,9.36,163.84,121.26,24.32,25.47,24.71,291.0,116.0,122.0,529.0,35.0,17.0,2.0,71.0,12.0,123.0,149.0,256.0,372.0,34.0,75.0,258.0,240.0,45.0,43.0,293.0,98.0,16.0,8.98,11.69,4.4,18.0,14.0,3.0,536.75,407.0,412.65,26.0,4.16,3.2,3.2,26.03,26.3,25.71,240.07,20.25,16.19,54.58,7.49,134.06,98.42,19.73,20.2,19.7,253.0,78.0,102.0,433.0,21.0,18.0,6.0,62.0,10.0,92.0,128.0,232.0,310.0,22.0,55.0,278.0,293.0,49.0,49.0,251.0,68.0,12.0,7.65,8.28,4.32,9.0,9.0,3.0,428.26,331.0,329.29,40.0,3.33,4.11,4.11,19.47,19.43,19.18
84713038479998,2021,Anderson-Edler,LAK,pairing,5on5,11,769.0,81.0,0.65,0.52,0.57,9.18,1.05,0.64,1.98,0.3,4.54,3.49,1.02,1.03,1.0,9.0,3.0,3.0,15.0,2.0,0.0,0.0,2.0,0.0,3.0,5.0,7.0,10.0,1.0,2.0,3.0,3.0,2.0,0.0,6.0,5.0,1.0,0.22,0.55,0.28,0.0,2.0,0.0,14.6,12.0,11.89,0.0,0.14,0.0,0.0,1.18,1.16,1.13,6.22,0.56,0.44,1.33,0.19,3.9,2.59,0.56,0.55,0.55,5.0,4.0,5.0,14.0,1.0,0.0,0.0,2.0,0.0,4.0,2.0,4.0,8.0,3.0,6.0,2.0,5.0,1.0,0.0,6.0,3.0,0.0,0.15,0.41,0.0,0.0,1.0,0.0,14.01,9.0,8.92,0.0,0.09,0.0,0.0,0.65,0.64,0.63
84788828479402,2021,Gavrikov-Bean,CBJ,pairing,5on5,32,4915.0,234.0,0.44,0.44,0.46,43.17,3.66,2.71,10.08,1.36,24.07,18.13,3.61,3.63,3.58,42.0,18.0,8.0,68.0,5.0,2.0,1.0,8.0,1.0,17.0,27.0,37.0,55.0,12.0,27.0,39.0,19.0,15.0,16.0,46.0,12.0,2.0,1.53,1.52,0.61,1.0,4.0,0.0,67.28,60.0,59.66,9.0,0.56,0.57,0.57,3.65,3.62,3.59,51.41,4.74,3.62,11.76,1.72,28.58,20.58,4.61,4.76,4.63,53.0,18.0,17.0,88.0,5.0,4.0,1.0,16.0,2.0,28.0,16.0,48.0,66.0,3.0,9.0,36.0,17.0,11.0,7.0,45.0,24.0,2.0,1.27,3.02,0.45,0.0,5.0,0.0,89.95,71.0,71.91,5.0,0.75,0.79,0.79,4.7,4.75,4.68
847745184784138479514,2021,Greenway-Hartman-Pitlick,MIN,line,5on5,4,1144.0,23.0,0.61,0.52,0.57,10.22,1.06,0.7,2.24,0.28,4.49,4.22,1.06,1.16,1.16,7.0,6.0,1.0,14.0,3.0,0.0,0.0,3.0,0.0,3.0,4.0,4.0,10.0,3.0,9.0,10.0,14.0,1.0,0.0,10.0,1.0,2.0,0.28,0.16,0.63,0.0,1.0,2.0,14.11,13.0,13.1,0.0,0.15,0.0,0.0,1.21,1.32,1.32,7.16,0.67,0.55,1.6,0.21,4.06,2.92,0.67,0.61,0.61,7.0,3.0,3.0,13.0,0.0,0.0,0.0,3.0,0.0,5.0,2.0,7.0,10.0,1.0,5.0,7.0,12.0,2.0,3.0,7.0,3.0,0.0,0.2,0.47,0.0,0.0,0.0,0.0,12.32,10.0,9.39,2.0,0.12,0.0,0.0,0.78,0.72,0.72
847456484762928478519,2021,Palat-Stamkos-Cirelli,TBL,line,5on5,14,1416.0,126.0,0.67,0.44,0.5,10.45,1.05,0.71,2.33,0.35,5.5,4.07,1.04,1.02,1.01,11.0,3.0,2.0,16.0,1.0,1.0,0.0,2.0,1.0,2.0,7.0,10.0,13.0,0.0,0.0,18.0,8.0,2.0,3.0,10.0,3.0,1.0,0.33,0.35,0.36,1.0,0.0,0.0,15.35,14.0,13.44,2.0,0.15,0.09,0.09,1.1,1.08,1.08,10.28,0.53,0.66,2.66,0.34,5.57,4.24,0.49,0.55,0.51,13.0,1.0,6.0,20.0,0.0,1.0,0.0,3.0,1.0,4.0,5.0,13.0,14.0,1.0,2.0,14.0,6.0,3.0,0.0,12.0,2.0,0.0,0.24,0.29,0.0,0.0,0.0,0.0,20.36,14.0,14.31,0.0,0.14,0.04,0.04,0.62,0.65,0.61
847748284800298482116,2021,Formenton-Stutzle-Sanford,OTT,line,5on5,5,1323.0,55.0,0.61,0.58,0.46,8.5,0.87,0.47,1.92,0.27,4.62,3.86,0.85,0.9,0.88,9.0,3.0,9.0,21.0,2.0,1.0,1.0,1.0,0.0,2.0,6.0,7.0,10.0,2.0,4.0,3.0,26.0,3.0,1.0,9.0,1.0,2.0,0.17,0.13,0.57,0.0,1.0,1.0,21.35,12.0,12.25,1.0,0.1,0.33,0.33,0.63,0.68,0.66,10.06,0.56,0.55,2.23,0.32,5.61,4.73,0.56,0.55,0.54,9.0,5.0,1.0,15.0,3.0,0.0,0.0,1.0,1.0,4.0,5.0,6.0,11.0,3.0,6.0,16.0,12.0,3.0,4.0,12.0,2.0,0.0,0.34,0.22,0.0,1.0,2.0,0.0,14.46,14.0,13.55,1.0,0.11,0.0,0.0,0.68,0.65,0.65
84764578476467,2021,Oleksiak-Larsson,SEA,pairing,5on5,28,6737.0,149.0,0.37,0.45,0.4,35.16,3.13,2.52,8.59,1.15,19.6,14.01,3.07,3.17,3.1,31.0,18.0,26.0,75.0,3.0,5.0,0.0,7.0,1.0,15.0,18.0,28.0,46.0,11.0,25.0,48.0,49.0,12.0,17.0,35.0,10.0,4.0,0.89,1.27,0.97,1.0,2.0,0.0,74.66,49.0,48.84,11.0,0.53,0.89,0.77,2.89,2.9,2.88,54.4,5.35,3.62,12.22,1.69,29.56,22.56,5.22,5.31,5.18,50.0,25.0,17.0,92.0,9.0,3.0,2.0,18.0,1.0,20.0,24.0,41.0,66.0,7.0,17.0,55.0,56.0,14.0,24.0,51.0,19.0,5.0,1.54,2.42,1.39,3.0,4.0,2.0,93.29,75.0,75.86,13.0,0.75,0.77,0.77,5.33,5.3,5.24
847541384779968481617,2021,Dowling-Lammikko-Podkolzin,VAN,line,5on5,4,674.0,23.0,0.67,0.35,0.45,3.45,0.25,0.24,0.77,0.11,2.13,1.49,0.25,0.26,0.26,5.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,1.0,0.0,0.15,0.1,0.0,1.0,0.0,0.0,7.17,5.0,5.09,1.0,0.05,0.0,0.0,0.3,0.31,0.31,4.29,0.13,0.17,1.18,0.15,2.14,2.24,0.13,0.12,0.12,3.0,3.0,7.0,13.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,6.0,2.0,4.0,8.0,5.0,2.0,3.0,6.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,12.73,6.0,5.86,1.0,0.03,0.02,0.02,0.14,0.13,0.13
84740138477488,2021,Cole-Pesce,CAR,pairing,5on5,18,1252.0,122.0,0.23,0.35,0.33,7.14,0.54,0.46,1.96,0.23,4.01,2.8,0.54,0.54,0.53,8.0,2.0,3.0,13.0,0.0,1.0,0.0,2.0,0.0,2.0,5.0,8.0,10.0,3.0,6.0,4.0,9.0,6.0,3.0,8.0,1.0,1.0,0.21,0.11,0.22,0.0,0.0,0.0,13.12,10.0,9.87,1.0,0.1,0.22,0.22,0.42,0.4,0.4,15.12,1.81,1.0,3.43,0.48,7.22,6.05,1.69,1.87,1.74,14.0,6.0,4.0,24.0,2.0,3.0,1.0,1.0,1.0,3.0,10.0,12.0,18.0,0.0,0.0,5.0,14.0,0.0,3.0,12.0,5.0,3.0,0.3,0.61,0.91,0.0,1.0,1.0,24.03,20.0,20.2,1.0,0.21,0.91,0.91,1.12,1.12,1.11
847647984779608480113,2021,Iafallo-Danault-Kempe,LAK,line,5on5,12,5822.0,55.0,0.55,0.62,0.62,71.24,5.55,4.63,16.95,2.27,40.0,28.6,5.27,5.51,5.24,72.0,26.0,26.0,124.0,6.0,6.0,2.0,23.0,2.0,29.0,32.0,66.0,92.0,5.0,8.0,61.0,31.0,13.0,10.0,71.0,22.0,5.0,1.77,2.47,1.3,0.0,4.0,2.0,122.94,98.0,97.29,6.0,0.96,1.33,1.33,5.17,5.12,4.92,43.18,4.55,3.04,10.01,1.44,22.92,17.04,4.39,4.72,4.55,46.0,13.0,16.0,75.0,4.0,5.0,0.0,13.0,0.0,14.0,23.0,42.0,55.0,4.0,11.0,47.0,34.0,6.0,10.0,39.0,14.0,6.0,1.35,1.52,1.69,2.0,1.0,1.0,76.08,59.0,60.11,8.0,0.64,1.05,1.05,4.14,4.25,4.2
847634584799418482705,2021,Hofmann-Sillinger-Danforth,CBJ,line,5on5,3,1012.0,16.0,0.53,0.5,0.5,7.88,0.59,0.51,1.74,0.24,4.55,3.38,0.58,0.57,0.56,6.0,5.0,5.0,16.0,2.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,9.0,1.0,2.0,11.0,7.0,2.0,1.0,7.0,4.0,0.0,0.15,0.44,0.0,1.0,1.0,0.0,15.53,11.0,10.74,0.0,0.1,0.0,0.0,0.69,0.67,0.66,7.85,0.52,0.52,1.98,0.26,4.58,3.15,0.52,0.55,0.54,8.0,3.0,5.0,16.0,0.0,0.0,0.0,5.0,0.0,4.0,2.0,8.0,11.0,0.0,0.0,8.0,2.0,1.0,1.0,9.0,2.0,0.0,0.31,0.21,0.0,0.0,0.0,0.0,16.89,11.0,11.45,0.0,0.1,0.0,0.0,0.62,0.66,0.65
